ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;GRUPO_EDAD_VICTIMA;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;RUPTURA;TOTAL_VICTIMAS;Rural;DENSIDAD_POBLACIONAL
2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;NO;NO;BARRANQUILLA;NO;2;0;1224588
2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;NO;NO;MERCADERES;NO;2;1;22316
2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ADULTEZ 29 - 59;NO;NO;VALLEDUPAR;NO;2;0;501742
2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;JUVENTUD 18 - 28;NO;NO;VALLEDUPAR;NO;2;0;501742
2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;JUVENTUD 18 - 28;NO;NO;SAN JOSÉ DEL GUAVIARE;NO;2;0;51030
2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;JUVENTUD 18 - 28;NO;NO;CIÉNAGA;NO;2;1;117834
2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;JUVENTUD 18 - 28;NO;NO;VILLAVICENCIO;NO;2;0;535328
2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;JUVENTUD 18 - 28;NO;NO;PASTO;NO;2;0;393041
2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;SI;NO;BUCARAMANGA;NO;2;0;588404
2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;JUVENTUD 18 - 28;NO;NO;BUCARAMANGA;NO;2;0;588404
2022;2022;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;NO;NO;BUENAVENTURA;NO;2;1;309358
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;CALDAS;NO;2;1;77358
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;MEDELLÍN;NO;2;0;2455072
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;NO;SI;MEDELLÍN;NO;2;0;2455072
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;SI;SI;BARRANQUILLA;NO;2;0;1224588
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;NO;SI;CARTAGENA;NO;2;0;987889
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ADULTEZ 29 - 59;NO;SI;VALLEDUPAR;NO;2;0;501742
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;JUVENTUD 18 - 28;NO;SI;PASTO;NO;2;0;393041
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2015;2015;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;NO;SI;CALI;NO;2;0;2235750
2016;2016;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;JUVENTUD 18 - 28;NO;SI;ZIPAQUIRÁ;NO;2;1;120816
2016;2016;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;NO;SI;MEDELLÍN;NO;2;0;2455072
2016;2016;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;2;0;2235750
2017;2017;NO;SI;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;SI;SI;TIMBIQUÍ;NO;2;1;25647
2017;2017;NO;SI;FEMINICIDIO ART. 104A C.P.;Cauca;JUVENTUD 18 - 28;SI;SI;TIMBIQUÍ;NO;2;1;25647
2017;2017;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADOLESCENTE 14 - 17;SI;SI;BARRANQUILLA;NO;2;0;1224588
2017;2017;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;2;0;2235750
2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Boyaca;ADULTEZ 29 - 59;NO;SI;AQUITANIA;NO;2;1;15320
2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Boyaca;ADULTEZ 29 - 59;NO;SI;SOGAMOSO;NO;2;1;124815
2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Caquetá;ADULTEZ 29 - 59;NO;SI;FLORENCIA;NO;2;0;167544
2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Chocó;ADULTEZ 29 - 59;SI;SI;QUIBDO;NO;2;0;127679
2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;SI;SI;EL BANCO;NO;2;1;63387
2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Putumayo;ADULTEZ 29 - 59;SI;SI;MOCOA;NO;2;0;54177
2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;NO;SI;BUCARAMANGA;NO;2;0;588404
2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADOLESCENTE 14 - 17;NO;SI;CALI;NO;2;0;2235750
2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADOLESCENTE 14 - 17;NO;SI;CORINTO;NO;2;1;25065
2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADOLESCENTE 14 - 17;SI;SI;CORINTO;NO;2;1;25065
2018;2018;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;NO;SI;CALI;NO;2;0;2235750
2018;2018;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;INFANCIA 6 - 11;NO;SI;PASTO;NO;2;0;393041
2018;2018;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;2;0;2235750
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;ITAGUI;NO;2;1;280273
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;MEDELLÍN;NO;2;0;2455072
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;SI;BELLO;NO;2;1;530371
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;NO;SI;MIRANDA;NO;2;1;30927
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Huila;JUVENTUD 18 - 28;SI;SI;NEIVA;NO;2;0;359332
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Meta;JUVENTUD 18 - 28;NO;SI;VILLAVICENCIO;NO;2;0;535328
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Meta;JUVENTUD 18 - 28;NO;SI;LEJANÍAS;NO;2;1;11308
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Risaralda;ADULTEZ 29 - 59;SI;SI;PEREIRA;NO;2;0;469876
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Santander;PRIMERA INFANCIA 0 - 5;NO;SI;BUCARAMANGA;NO;2;0;588404
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTEZ 29 - 59;NO;SI;ESPINAL;NO;2;1;70300
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;CANDELARIA;NO;2;1;15392
2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;YUMBO;NO;2;1;105178
2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;MEDELLÍN;NO;2;0;2455072
2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Meta;JUVENTUD 18 - 28;NO;SI;VILLAVICENCIO;NO;2;0;535328
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ADULTEZ 29 - 59;NO;SI;VALLEDUPAR;NO;2;0;501742
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ADULTEZ 29 - 59;NO;SI;MONTERÍA;NO;2;0;494945
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;JUVENTUD 18 - 28;SI;SI;VILLAVICENCIO;NO;2;0;535328
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ADULTEZ 29 - 59;NO;SI;LA VIRGINIA;NO;2;1;27938
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;2;0;2235750
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;MEDELLÍN;NO;2;0;2455072
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Chocó;JUVENTUD 18 - 28;NO;SI;QUIBDO;NO;2;0;127679
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Risaralda;ADULTEZ 29 - 59;NO;SI;PEREIRA;NO;2;0;469876
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTEZ 29 - 59;NO;SI;ALVARADO;NO;2;1;8707
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADOLESCENTE 14 - 17;NO;SI;CALI;NO;2;0;2235750
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;PALMIRA;NO;2;1;350812
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADOLESCENTE 14 - 17;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;NO;SI;POPAYÁN;NO;2;0;320089
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;JUVENTUD 18 - 28;NO;SI;POPAYÁN;NO;2;0;320089
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;2;0;2235750
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;NO;SI;BUENAVENTURA;NO;2;1;309358
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;COPACABANA;NO;2;1;75563
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;SI;MEDELLÍN;NO;2;0;2455072
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;SI;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;NO;SI;CARTAGENA;NO;2;0;987889
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Cesar;ADULTEZ 29 - 59;NO;SI;AGUACHICA;NO;2;1;104849
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Quindío;JUVENTUD 18 - 28;NO;SI;ARMENIA;NO;2;0;297655
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;SI;CALI;NO;2;0;2235750
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;SI;CALI;NO;2;0;2235750
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Antioquia;PRIMERA INFANCIA 0 - 5;NO;SI;RIONEGRO;NO;2;1;131004
2021;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Arauca;JUVENTUD 18 - 28;NO;SI;ARAUCA;NO;2;0;80720
2021;2021;NO;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2021;2021;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;SI;SI;BARRANQUILLA;NO;2;0;1224588
2021;2021;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;SI;SI;BARRANQUILLA;NO;2;0;1224588
2021;2021;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2021;2021;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2021;2021;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;NO;SI;CALI;NO;2;0;2235750
2021;2021;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;NO;SI;PALMIRA;NO;2;1;350812
2021;2021;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2021;2021;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;SI;BOGOTÁ, D.C.;NO;2;0;7497976
2021;2021;SI;SI;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;SI;SI;CARTAGENA;NO;2;0;987889
2021;2021;SI;SI;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;SI;SI;LA UNIÓN;NO;2;1;20925
2021;2021;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CANDELARIA;NO;2;1;15392
2011;2011;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADOLESCENTE 14 - 17;SI;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2012;2012;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;NO;NO;CARTAGENA;NO;1;0;987889
2012;2012;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;JUVENTUD 18 - 28;NO;NO;CARTAGENA;NO;1;0;987889
2014;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADOLESCENTE 14 - 17;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2014;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;SI;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2014;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;NO;NO;CARTAGENA;NO;1;0;987889
2014;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;SI;NO;CARTAGENA;NO;1;0;987889
2014;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;NO;NO;SANTANDER DE QUILICHAO;NO;1;1;108564
2014;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;JUVENTUD 18 - 28;SI;NO;MONTELÍBANO;NO;1;1;79409
2014;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INFANCIA 6 - 11;SI;NO;SAN CARLOS DE GUAROA;NO;1;1;11937
2014;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADOLESCENTE 14 - 17;NO;NO;CARTAGENA;NO;1;0;987889
2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;JUVENTUD 18 - 28;NO;NO;POPAYÁN;NO;1;0;320089
2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;Quindío;ADOLESCENTE 14 - 17;NO;SI;MONTENEGRO;NO;1;1;36348
2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;NO;CALI;NO;1;0;2235750
2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;NO;CALI;NO;1;0;2235750
2015;2015;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;SI;SAN FRANCISCO;NO;1;1;5624
2015;2015;NO;SI;FEMINICIDIO ART. 104A C.P.;Casanare;JUVENTUD 18 - 28;NO;SI;TAURAMENA;NO;1;1;22675
2015;2015;NO;SI;FEMINICIDIO ART. 104A C.P.;Meta;ADULTEZ 29 - 59;NO;SI;VILLAVICENCIO;NO;1;0;535328
2015;2015;NO;SI;FEMINICIDIO ART. 104A C.P.;Meta;ADULTO MAYOR DE 60;NO;SI;VILLAVICENCIO;NO;1;0;535328
2015;2015;NO;SI;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ADULTEZ 29 - 59;SI;SI;SANTIAGO;NO;1;1;3255
2015;2015;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;NO;BUENAVENTURA;NO;1;1;309358
2015;2015;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADOLESCENTE 14 - 17;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2015;2015;SI;SI;FEMINICIDIO ART. 104A C.P.;La Guajira;ADOLESCENTE 14 - 17;NO;SI;URUMITA;NO;1;1;10683
2015;2015;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Atlántico;ADULTO MAYOR DE 60;SI;SI;SOLEDAD;NO;1;1;620772
2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;NO;CALI;NO;1;0;2235750
2015;2015;SI;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;JUVENTUD 18 - 28;NO;NO;TUNJA;NO;1;0;168576
2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;PRE-ADOLESCENTE 12 - 13;NO;NO;MAICAO;SI;1;1;161216
2016;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;JUVENTUD 18 - 28;NO;NO;TIERRALTA;NO;1;1;90807
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;NO;MEDELLÍN;NO;1;0;2455072
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADOLESCENTE 14 - 17;SI;NO;SOLEDAD;NO;1;1;620772
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;SI;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADOLESCENTE 14 - 17;SI;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;JUVENTUD 18 - 28;SI;NO;EL CARMEN DE BOLÍVAR;NO;1;1;69418
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Caldas;JUVENTUD 18 - 28;SI;NO;PÁCORA;NO;1;1;15501
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;JUVENTUD 18 - 28;NO;NO;ARGELIA;NO;1;1;7843
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;JUVENTUD 18 - 28;NO;NO;POPAYÁN;NO;1;0;320089
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;NO;NO;CIÉNAGA;NO;1;1;117834
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;NO;NO;FUNDACIÓN;NO;1;1;64303
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ADULTEZ 29 - 59;NO;NO;PUERTO GAITÁN;NO;1;1;39844
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;JUVENTUD 18 - 28;NO;NO;VILLAVICENCIO;NO;1;0;535328
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;SI;NO;TUMACO;NO;1;1;254908
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Quindío;ADOLESCENTE 14 - 17;SI;NO;ARMENIA;NO;1;0;297655
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;NO;NO;FRESNO;NO;1;1;31016
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;NO;BUENAVENTURA;NO;1;1;309358
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;NO;LA UNIÓN;NO;1;1;20925
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;NO;NO;JAMUNDÍ;NO;1;1;154886
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;NO;BUENAVENTURA;NO;1;1;309358
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADOLESCENTE 14 - 17;NO;NO;PALMIRA;NO;1;1;350812
2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Chocó;JUVENTUD 18 - 28;NO;NO;TADÓ;NO;1;1;17681
2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;MEDELLÍN;NO;1;0;2455072
2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Casanare;JUVENTUD 18 - 28;SI;SI;YOPAL;NO;1;0;162506
2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Cauca;JUVENTUD 18 - 28;SI;SI;POPAYÁN;NO;1;0;320089
2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;JUVENTUD 18 - 28;SI;SI;SUESCA;NO;1;1;15912
2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;SI;SI;SANTA MARTA;NO;1;0;509999
2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;JUVENTUD 18 - 28;NO;SI;SANTA MARTA;NO;1;0;509999
2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;1;0;2235750
2016;2016;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ADULTEZ 29 - 59;NO;SI;PEREIRA;NO;1;0;469876
2016;2016;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Magdalena;JUVENTUD 18 - 28;NO;SI;SANTA MARTA;NO;1;0;509999
2016;2016;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;APARTADÓ;NO;1;1;116788
